,index,dim_date_id,dim_shop_id,dim_goods_id,week,t_qty_pre,t_qty_pre_s,t_qty_pre_sea,t_qty_low,t_qty_high,qtl_low,qtl_high,cv1,cv2,lr_b,lr_r,lr_b6,lr_r6,t_amount_df1,t_qty_df1,t_amount_df2,t_qty_df2,t_amount_df3,t_qty_df3,t_amount_df4,t_qty_df4,t_amount_df5,t_qty_df5,t_amount_df6,t_qty_df6,t_amount_df7,t_qty_df7,qty_m_p1,amount_m_p1,qty_m_p2,amount_m_p2,qty_m_p3,amount_m_p3,amount_avg3,qty_avg3,rt1,rt2,rt3,rt4,rt5,rt6,rt7,rt8,rt9,rt10,price_avg3,price_m_p1,price_m_p2,price_m_p3,member_id_sum_df1,member_rate_df1,datetype_df1,is_proflag_df1,is_discount_df1,uv_goods_df1,uv_rate_df1,t_qty,member_id_sum,member_rate,datetype,is_proflag,is_discount,uv_goods,uv_rate,price_df1,dim_shop_id_label,week_2,week_3,week_4,week_5,week_6,week_7,shop_goods
11561,11561,2018-10-27,9L07,905936,6,36.20437645424987,26.85714336118559,9.506122448979593,20.7475682198029,51.66118468869684,6.4,49.3,-0.2374503437738732,1.14,-0.6420168067226883,0.185,-4.942857142857143,0.48100000000000004,163.66,20.0,116.28,12.0,207.45,24.0,168.09000000000003,17.0,217.80000000000007,22.0,425.0,50.0,357.0,42.0,19.071428571428573,180.66857142857143,19.5,192.48571428571432,19.833333333333332,190.8356666666667,162.46333333333334,18.666666666666668,0.8333333333333334,1.048689138576779,1.0714285714285714,1.5085156855937445,1.8983568178258357,1.939520167191957,0.5714285714285714,0.978776529338327,0.9780219780219781,0.9831932773109244,8.703392857142857,9.473258426966291,9.871062271062273,9.621966386554623,16.0,0.013333333333333334,0.0,1.0,0.0,326.0,0.061349693251533735,16.0,15.0,0.00664599025254763,1,1,0,339.0,0.056047197640117986,8.183,12,0,0,0,0,1,0,9L07-905936
11839,11839,2018-10-28,9L07,905936,7,28.10645408083085,22.57142857142857,8.109183673469389,12.465523139840677,43.74738502182103,6.4,49.3,-0.2858630421865716,0.72,-0.5008403361344531,0.13,-0.5142857142857142,0.053,184.11,19.0,163.66,20.0,116.28,12.0,207.45,24.0,168.09000000000003,17.0,217.80000000000007,22.0,425.0,50.0,19.785714285714285,186.16928571428573,16.357142857142858,166.8214285714286,19.633333333333333,189.96566666666666,154.6833333333333,17.0,1.5833333333333333,0.96028880866426,1.1176470588235294,2.342204506735904,1.4205428055293572,1.6533208282841676,0.24,0.8592057761732852,1.2096069868995631,0.8331312151346107,9.099019607843136,9.409277978339352,10.19868995633188,9.675670628183362,15.0,0.00664599025254763,1.0,1.0,0.0,339.0,0.056047197640117986,26.0,25.0,0.011473152822395595,1,1,0,451.0,0.06651884700665188,9.690000000000001,12,0,0,0,0,0,1,9L07-905936
12113,12113,2018-10-29,9L07,905936,1,18.807466198749626,14.511905076438909,1.7214285714285722,3.0916347844730723,34.52329761302617,6.4,49.3,-0.3213016386777997,1.5,-0.4078431372549014,0.087,1.6571428571428608,0.254,290.7,30.0,184.11,19.0,163.66,20.0,116.28,12.0,207.45,24.0,168.09000000000003,17.0,217.80000000000007,22.0,21.071428571428573,196.73357142857142,15.571428571428571,162.56428571428575,18.433333333333334,179.90999999999997,212.82333333333335,23.0,1.5,1.423728813559322,1.3043478260869565,0.9403733099374814,0.8925577179067619,0.8177159216847664,0.9090909090909091,1.0915254237288134,1.3532110091743121,0.8447429604753294,9.253188405797102,9.33650847457627,10.439908256880736,9.760036166365278,25.0,0.011473152822395595,1.0,1.0,0.0,451.0,0.06651884700665188,16.0,16.0,0.014453477868112012,0,1,0,326.0,0.05214723926380368,9.69,12,0,0,0,0,0,0,9L07-905936
12386,12386,2018-10-30,9L07,905936,2,13.154720720692456,17.178571161656166,-5.221428571428572,0.0,26.984830324355148,6.4,49.3,-0.048069315445476435,0.7666666666666667,-0.3705882352941174,0.073,0.5142857142857205,0.024,164.73,17.0,290.7,30.0,184.11,19.0,163.66,20.0,116.28,12.0,207.45,24.0,168.09000000000003,17.0,20.928571428571427,195.1157142857143,15.285714285714286,161.4914285714286,18.066666666666666,177.0393333333333,213.17999999999998,22.0,0.8947368421052632,0.8122866894197953,0.7727272727272727,0.6923537221417082,0.6285532084972505,0.5979418509405662,1.1176470588235294,1.0511945392491469,1.3691588785046727,0.8460727464417502,9.69,9.322935153583618,10.564859813084114,9.799225092250921,16.0,0.014453477868112012,0.0,1.0,0.0,326.0,0.05214723926380368,12.0,12.0,0.011428571428571429,0,1,0,325.0,0.036923076923076927,9.69,12,1,0,0,0,0,0,9L07-905936
12665,12665,2018-10-31,9L07,905936,3,15.489962933465652,21.523808875804704,-2.1418367346938783,2.1982992997603006,28.781626567171006,6.4,49.3,-0.126500687994496,0.8,-0.4327731092436971,0.099,0.05714285714285027,0.0,116.28,12.0,164.73,17.0,290.7,30.0,184.11,19.0,163.66,20.0,116.28,12.0,207.45,24.0,21.285714285714285,197.4714285714286,14.357142857142858,154.87000000000003,17.766666666666666,174.81466666666665,190.57000000000002,19.666666666666668,0.4,0.563758389261745,0.6101694915254237,0.5163320977821884,0.7277163794245608,0.7876252339050331,1.25,0.923937360178971,1.4825870646766168,0.8080943446797106,9.690000000000001,9.277181208053692,10.786965174129355,9.839474671669793,12.0,0.011428571428571429,0.0,1.0,0.0,325.0,0.036923076923076927,14.0,14.0,0.013220018885741263,0,1,0,301.0,0.04651162790697674,9.69,12,0,1,0,0,0,0,9L07-905936
12946,12946,2018-11-01,9L07,905936,4,7.526262213986089,16.285714285714285,-7.539795918367349,0.0,20.747957108003988,6.4,43.399999999999984,-0.2445562435500516,0.8,-0.24649859943977556,0.045,-1.8285714285714367,0.294,135.66,14.0,116.28,12.0,164.73,17.0,290.7,30.0,184.11,19.0,163.66,20.0,116.28,12.0,21.571428571428573,199.1614285714286,13.714285714285714,150.29142857142855,17.6,173.793,138.89,14.333333333333334,0.8235294117647058,0.6490066225165563,0.9767441860465116,0.4427213067050641,0.3488995728337922,0.5250880614408899,1.4166666666666667,0.6644591611479028,1.572916666666667,0.7792207792207791,9.69,9.232649006622516,10.95875,9.874602272727273,14.0,0.013220018885741263,0.0,1.0,0.0,301.0,0.04651162790697674,14.0,14.0,0.01232394366197183,0,1,0,374.0,0.04010695187165776,9.69,12,0,0,1,0,0,0,9L07-905936
13237,13237,2018-11-02,9L07,905936,5,10.542079504250152,16.57142857142857,-6.869387755102041,0.0,23.620465783122697,6.4,43.399999999999984,-0.05408005307386112,0.8,-0.16694677871148444,0.023,-2.0857142857142947,0.368,145.35,15.0,135.66,14.0,116.28,12.0,164.73,17.0,290.7,30.0,184.11,19.0,163.66,20.0,21.928571428571427,202.04357142857143,14.0,153.4057142857143,17.933333333333334,177.29,132.42999999999998,13.666666666666666,1.25,0.6840390879478828,1.0975609756097562,0.8785066253541793,0.48074629661075613,0.7713716710426941,0.6,0.6232356134636265,1.5663265306122447,0.7806691449814126,9.69,9.21371335504886,10.957551020408165,9.886059479553904,14.0,0.01232394366197183,0.0,1.0,0.0,374.0,0.04010695187165776,26.0,25.0,0.01892505677517033,0,0,0,509.0,0.056974459724950875,9.69,12,0,0,0,1,0,0,9L07-905936
13535,13535,2018-11-03,9L07,905936,6,20.964589361214877,27.66666666666667,2.948979591836735,8.186937616304457,33.742241106125306,6.4,43.399999999999984,-0.10963560862941668,0.8,-0.03865546218487409,0.001,-0.2571428571428491,0.004,281.01,29.0,145.35,15.0,135.66,14.0,116.28,12.0,164.73,17.0,290.7,30.0,184.11,19.0,23.071428571428573,212.3657142857143,14.428571428571429,157.99142857142857,18.633333333333333,183.96433333333334,187.34,19.333333333333332,2.0714285714285716,1.2569659442724457,1.5,1.4974706686582056,0.908681891817363,1.0843753117869765,0.7368421052631579,0.8379772961816304,1.599009900990099,0.7743419371326349,9.690000000000001,9.204705882352942,10.94990099009901,9.872862254025046,25.0,0.01892505677517033,0.0,0.0,0.0,509.0,0.056974459724950875,25.0,23.0,0.01119221411192214,0,0,0,525.0,0.051428571428571435,9.69,12,0,0,0,0,1,0,9L07-905936
13824,13824,2018-11-04,9L07,905936,7,30.02435331468686,18.999999974788466,10.574489795918367,17.39987379770318,42.648832831670546,6.4,31.19999999999996,-0.020403908689912757,0.9,0.16778711484593833,0.032,2.9142857142857252,0.5760000000000001,261.63,27.0,281.01,29.0,145.35,15.0,135.66,14.0,116.28,12.0,164.73,17.0,290.7,30.0,22.0,205.55357142857142,16.214285714285715,170.25571428571428,19.366666666666667,190.92133333333334,229.33,23.666666666666668,1.8,1.2272727272727273,1.1408450704225352,2.001623554312457,1.3647433324857663,1.2686346470994447,0.5,1.075757575757576,1.356828193832599,0.8372264568477994,9.69,9.343344155844155,10.500352422907488,9.858244406196214,23.0,0.01119221411192214,0.0,0.0,0.0,525.0,0.051428571428571435,26.0,26.0,0.01607915893630179,1,1,0,563.0,0.051509769094138534,9.69,12,0,0,0,0,0,1,9L07-905936
14096,14096,2018-11-05,9L07,905936,1,19.84361787650847,23.436841910067074,1.5265306122448978,7.511612867447866,32.17562288556908,6.4,31.19999999999996,-0.09386069881336956,0.9310344827586208,0.2397759103641455,0.064,3.942857142857152,0.8240000000000001,281.01,29.0,261.63,27.0,281.01,29.0,145.35,15.0,135.66,14.0,116.28,12.0,164.73,17.0,20.5,195.26857142857145,17.642857142857142,177.54142857142855,19.366666666666667,190.23566666666665,274.55,28.333333333333332,1.0,1.4146341463414633,1.023529411764706,0.6842626853968439,0.9679813598296815,0.7003629838767697,1.7058823529411764,1.3821138211382114,1.1619433198380567,0.9109909023850503,9.690000000000001,9.525296167247388,10.063076923076922,9.822839931153183,26.0,0.01607915893630179,1.0,1.0,0.0,563.0,0.051509769094138534,14.0,13.0,0.011937557392102845,0,1,0,319.0,0.05329153605015674,9.69,12,0,0,0,0,0,0,9L07-905936
14340,14340,2018-11-06,9L07,905936,2,13.717511658700245,14.333333333333336,-5.0010204081632645,1.3292630161615264,26.105760301238966,6.4,31.19999999999996,0.045084534452350535,0.6551724137931034,0.2529411764705881,0.07200000000000001,1.5714285714285694,0.166,164.73,17.0,281.01,29.0,261.63,27.0,281.01,29.0,145.35,15.0,135.66,14.0,116.28,12.0,20.142857142857142,191.47785714285715,17.571428571428573,175.1914285714286,18.766666666666666,183.345,235.79,24.333333333333332,0.6296296296296297,0.8439716312056738,0.6986301369863014,0.5080559873592683,0.6810112170985937,0.5637333558369964,2.25,1.2080378250591017,1.146341463414634,0.9363105810707943,9.69,9.505992907801419,9.970243902439025,9.769715808170515,13.0,0.011937557392102845,0.0,1.0,0.0,319.0,0.05329153605015674,10.0,10.0,0.008460236886632827,0,1,0,305.0,0.03934426229508197,9.69,12,1,0,0,0,0,0,9L07-905936
14587,14587,2018-11-07,9L07,905936,3,16.4091310069866,9.333333333333334,-1.5979591836734692,3.9377274291916606,28.880534584781532,6.4,31.19999999999996,-0.0031180799267344263,0.8965517241379308,0.22885154061624646,0.057999999999999996,-1.4000000000000137,0.11599999999999999,116.28,12.0,164.73,17.0,281.01,29.0,261.63,27.0,281.01,29.0,145.35,15.0,135.66,14.0,19.785714285714285,187.77714285714288,17.785714285714285,176.29785714285717,18.466666666666665,179.51033333333334,187.34,19.333333333333332,0.41379310344827586,0.6064981949458484,0.6206896551724138,0.565832103689193,0.8293423613639437,0.8487481555337896,2.0714285714285716,0.9771359807460891,1.1124497991967872,0.9631253223310985,9.690000000000001,9.49054151624549,9.912329317269078,9.7207761732852,10.0,0.008460236886632827,0.0,1.0,0.0,305.0,0.03934426229508197,14.0,14.0,0.0104089219330855,0,1,0,289.0,0.04844290657439446,9.69,12,0,1,0,0,0,0,9L07-905936
14842,14842,2018-11-08,9L07,905936,4,14.076684395214679,18.428571428571427,-4.469387755102042,1.5536910150241232,26.59967777540524,6.4,31.19999999999996,-0.09637204818070266,0.8965517241379308,0.21148459383753496,0.05,-3.7714285714285833,0.805,135.66,14.0,116.28,12.0,164.73,17.0,281.01,29.0,261.63,27.0,281.01,29.0,145.35,15.0,19.071428571428573,182.64928571428572,18.5,180.2157142857143,18.5,179.2686666666667,138.89,14.333333333333334,0.8235294117647058,0.7340823970037452,0.9767441860465116,0.8280402585420399,0.7381033016217434,0.9820942601312567,1.1333333333333333,0.7515605493133583,1.030888030888031,1.0,9.69,9.577116104868914,9.741389961389963,9.6901981981982,14.0,0.0104089219330855,0.0,1.0,0.0,289.0,0.04844290657439446,14.0,14.0,0.012681159420289856,0,1,0,237.0,0.06329113924050632,9.69,12,0,0,1,0,0,0,9L07-905936
15146,15146,2018-11-09,9L07,905936,5,16.404391945546422,17.000004364458597,-1.6999999999999993,3.8719490217278953,28.936834869364947,7.0,31.19999999999996,-0.08367363548229001,0.8965517241379308,0.13473389355742285,0.021,-3.142857142857152,0.67,145.35,15.0,135.66,14.0,116.28,12.0,164.73,17.0,281.01,29.0,261.63,27.0,281.01,29.0,19.285714285714285,184.72571428571428,18.285714285714285,176.4857142857143,18.766666666666666,180.40366666666665,132.42999999999998,13.666666666666666,1.25,0.7777777777777778,1.0975609756097562,1.3670326621288684,0.8505981008801848,1.2003213618692505,0.41379310344827586,0.708641975308642,1.0546875,0.9743719868053793,9.69,9.57837037037037,9.6515625,9.61298401420959,14.0,0.012681159420289856,0.0,1.0,0.0,237.0,0.06329113924050632,20.0,18.0,0.012448132780082987,0,1,0,216.0,0.10185185185185183,9.69,12,0,0,0,1,0,0,9L07-905936
15447,15447,2018-11-10,9L07,905936,6,21.39054424306127,22.249999322096556,4.243877551020408,8.872462086169143,33.9086263999534,7.7,31.19999999999996,-0.1530222944861214,0.4827586206896552,0.09383753501400537,0.011000000000000001,-1.1142857142857103,0.109,186.65,22.0,145.35,15.0,135.66,14.0,116.28,12.0,164.73,17.0,281.01,29.0,261.63,27.0,19.428571428571427,186.3678571428571,19.071428571428573,180.66857142857143,19.633333333333333,187.07333333333332,155.88666666666666,17.0,1.5714285714285714,1.1323529411764708,1.2941176470588236,1.5278960173615193,1.1009838948634478,1.2582673084153688,0.5185185185185185,0.8750000000000001,1.0187265917602994,0.9713800630608781,9.169803921568628,9.592463235294117,9.473258426966291,9.528353140916808,18.0,0.012448132780082987,0.0,1.0,0.0,216.0,0.10185185185185183,37.0,34.0,0.01454234388366125,1,1,0,388.0,0.1056701030927835,8.48409090909091,12,0,0,0,0,1,0,9L07-905936
15783,15783,2018-11-11,9L07,905936,7,30.299035982072148,48.70607533496143,9.635714285714283,17.83182274420879,42.766249219935496,7.7,38.19999999999999,-0.08764631244347272,0.6551724137931034,0.1896358543417366,0.037000000000000005,4.314285714285731,0.563,368.59,41.0,186.65,22.0,145.35,15.0,135.66,14.0,116.28,12.0,164.73,17.0,281.01,29.0,21.0,199.54500000000002,19.785714285714285,186.16928571428573,21.7,204.84633333333332,233.53,26.0,2.7333333333333334,1.9523809523809523,1.5769230769230769,2.0199357321381433,1.442811237241531,1.1653475377720057,0.5172413793103449,1.2380952380952381,1.0613718411552346,0.911784068466096,8.981923076923078,9.502142857142857,9.409277978339352,9.439923195084486,34.0,0.01454234388366125,1.0,1.0,0.0,388.0,0.1056701030927835,65.0,56.0,0.02826855123674912,1,1,0,597.0,0.11892797319933,8.99,12,0,0,0,0,0,1,9L07-905936
16160,16160,2018-11-12,9L07,905936,1,24.97151827341141,88.94489284071365,-2.2408163265306134,11.275765042135392,38.66727150468742,7.7,43.699999999999974,-0.021904792959312348,0.7560975609756098,0.4871148459383751,0.14300000000000002,10.942857142857175,0.7859999999999999,638.2900000000002,71.0,368.59,41.0,186.65,22.0,145.35,15.0,135.66,14.0,116.28,12.0,164.73,17.0,23.928571428571427,224.37285714285716,21.071428571428573,196.73357142857142,21.966666666666665,206.7673333333333,397.8433333333334,44.666666666666664,3.227272727272727,2.967164179104478,1.5895522388059702,1.1350690124277913,1.0435858382918202,0.5590638419420465,1.2941176470588236,1.8666666666666667,1.135593220338983,0.9592456102319533,8.906940298507465,9.376776119402987,9.33650847457627,9.41277693474962,56.0,0.02826855123674912,1.0,1.0,0.0,597.0,0.11892797319933,17.0,15.0,0.014111006585136409,0,1,0,359.0,0.04735376044568245,8.990000000000002,12,0,0,0,0,0,0,9L07-905936
16539,16539,2018-11-13,9L07,905936,2,14.086553289733784,25.285714285714285,-8.534693877551021,1.4507996622348642,26.722306917232707,7.7,43.699999999999974,0.16616480107548467,0.4929577464788733,0.4806722689075628,0.139,5.771428571428581,0.23199999999999998,164.73,17.0,638.2900000000002,71.0,368.59,41.0,186.65,22.0,145.35,15.0,135.66,14.0,116.28,12.0,23.928571428571427,224.37285714285719,20.928571428571427,195.1157142857143,22.266666666666666,208.7903333333333,390.5366666666667,43.0,0.4146341463414634,0.7104477611940299,0.3953488372093023,0.3435744704813118,0.5886917792724566,0.32759426255194846,3.4166666666666665,1.7970149253731345,1.1433447098976108,0.9399059024807528,9.082248062015504,9.376776119402987,9.322935153583618,9.376811377245508,15.0,0.014111006585136409,0.0,1.0,0.0,359.0,0.04735376044568245,19.0,19.0,0.017757009345794394,0,1,0,377.0,0.055702917771883284,9.69,12,1,0,0,0,0,0,9L07-905936
16921,16921,2018-11-14,9L07,905936,3,20.62758675422041,26.57142857142857,-4.218367346938775,7.964930594568468,33.290242913872355,7.7,43.699999999999974,-0.2938025191859532,1.1830985915492958,0.4495798319327728,0.12300000000000001,1.285714285714275,0.012,203.49,21.0,164.73,17.0,638.2900000000002,71.0,368.59,41.0,186.65,22.0,145.35,15.0,135.66,14.0,24.571428571428573,230.60214285714287,21.285714285714285,197.4714285714286,22.6,210.8373333333333,335.5033333333334,36.333333333333336,0.29577464788732394,0.8546511627906976,0.5779816513761468,0.2905293909045128,0.8394948097647841,0.5677317455290021,5.071428571428571,1.4786821705426356,1.1543624161073827,0.9418457648546144,9.234036697247708,9.384970930232559,9.277181208053692,9.329085545722712,19.0,0.017757009345794394,0.0,1.0,0.0,377.0,0.055702917771883284,27.0,27.0,0.02621359223300971,0,1,0,266.0,0.10902255639097744,9.690000000000001,12,0,1,0,0,0,0,9L07-905936
17316,17316,2018-11-15,9L07,905936,4,20.248595324998504,28.42857142857143,-7.16326530612245,7.564629168344526,32.932561481652485,7.7,43.699999999999974,-0.2858660112494453,1.1830985915492958,0.4546218487394954,0.125,-2.2571428571428798,0.044000000000000004,248.79000000000005,29.0,203.49,21.0,164.73,17.0,638.2900000000002,71.0,368.59,41.0,186.65,22.0,145.35,15.0,25.642857142857142,238.68285714285716,21.571428571428573,199.1614285714286,22.566666666666666,210.04066666666665,205.67000000000004,22.333333333333332,1.7058823529411764,1.1309192200557103,1.2985074626865671,1.1910938426469708,0.7896388149024487,0.9066535220148585,1.1333333333333333,0.8709377901578459,1.1887417218543046,0.9558978687486812,9.209104477611943,9.307966573816158,9.232649006622516,9.307562776957164,27.0,0.02621359223300971,0.0,1.0,0.0,266.0,0.10902255639097744,6.0,6.0,0.006335797254487857,0,1,0,227.0,0.02643171806167401,8.57896551724138,12,0,0,1,0,0,0,9L07-905936
17731,17731,2018-11-16,9L07,905936,5,25.362056043937702,27.285714285714285,-0.5897959183673462,12.43049149394275,38.29362059393266,7.0,43.699999999999974,-0.2510001108663035,1.1830985915492958,0.3509803921568625,0.07200000000000001,-8.485714285714318,0.48,59.4,6.0,248.79000000000005,29.0,203.49,21.0,164.73,17.0,638.2900000000002,71.0,368.59,41.0,186.65,22.0,25.0,232.54357142857143,21.928571428571427,202.04357142857143,22.5,208.94733333333332,170.56000000000003,18.666666666666668,0.2857142857142857,0.24,0.3214285714285714,1.207716954473224,1.0144822417575081,1.3586815737823768,0.9545454545454546,0.7466666666666667,1.1400651465798046,0.9746031746031746,9.137142857142859,9.301742857142857,9.21371335504886,9.286548148148148,6.0,0.006335797254487857,0.0,1.0,0.0,227.0,0.02643171806167401,7.0,7.0,0.00720164609053498,0,1,0,301.0,0.026578073089701,9.9,12,0,0,0,1,0,0,9L07-905936
18157,18157,2018-11-17,9L07,905936,6,33.94131494642813,25.42857142857143,9.930612244897956,20.794945796969454,47.08768409588679,7.0,43.699999999999974,-0.9429193027854952,1.1830985915492958,0.22913165266106414,0.031,-9.71428571428572,0.5770000000000001,79.2,8.0,59.4,6.0,248.79000000000005,29.0,203.49,21.0,164.73,17.0,638.2900000000002,71.0,368.59,41.0,23.5,218.1285714285714,23.071428571428573,212.3657142857143,23.5,217.9873333333333,129.13000000000002,14.333333333333334,0.27586206896551724,0.3404255319148936,0.5581395348837209,1.1703901705664872,1.4443112743160906,2.36799871719266,0.7073170731707317,0.6099290780141844,1.0185758513931888,0.9817629179331308,9.009069767441861,9.28206686930091,9.204705882352942,9.276056737588652,7.0,0.00720164609053498,0.0,1.0,0.0,301.0,0.026578073089701,37.0,34.0,0.017076845806127575,1,1,0,619.0,0.06462035541195478,9.9,12,0,0,0,0,1,0,9L07-905936
18576,18576,2018-11-18,9L07,905936,7,45.335720030589904,25.42857142857143,20.120408163265303,32.12299344420199,58.54844661697784,7.0,43.699999999999974,-0.9784884084765524,1.1830985915492958,0.25994397759103643,0.038,1.5142857142857167,0.048,376.2000000000001,40.0,79.2,8.0,59.4,6.0,248.79000000000005,29.0,203.49,21.0,164.73,17.0,638.2900000000002,71.0,24.428571428571427,226.31214285714285,22.0,205.55357142857142,24.666666666666668,228.76399999999998,171.60000000000002,18.0,6.666666666666667,1.6374269005847955,2.2222222222222223,7.55595333843165,1.8558481883867213,2.5186511128105504,0.08450704225352113,0.736842105263158,1.1103896103896103,0.8918918918918919,9.533333333333335,9.264239766081872,9.343344155844155,9.274216216216216,34.0,0.017076845806127575,1.0,1.0,0.0,619.0,0.06462035541195478,47.0,45.0,0.02416756176154673,1,1,0,648.0,0.07407407407407407,9.405000000000003,12,0,0,0,0,0,1,9L07-905936
18986,18986,2018-11-19,9L07,905936,1,17.148959548084388,35.92857796468873,-4.139795918367347,4.639459893561803,29.65845920260697,7.0,47.89999999999999,-0.9155776103544868,2.15,0.3352941176470587,0.059000000000000004,4.857142857142874,0.28800000000000003,459.80000000000007,48.0,376.2000000000001,40.0,79.2,8.0,59.4,6.0,248.79000000000005,29.0,203.49,21.0,164.73,17.0,25.785714285714285,239.0828571428572,20.5,195.26857142857145,23.9,222.91399999999996,305.0666666666668,32.0,6.0,1.8614958448753463,1.5,2.1436199435105485,0.6650566029728018,0.5359049858776371,0.47058823529411764,1.2409972299168976,1.2578397212543553,0.8577405857740587,9.533333333333337,9.271911357340722,9.525296167247388,9.32694560669456,45.0,0.02416756176154673,1.0,1.0,0.0,648.0,0.07407407407407407,19.0,19.0,0.013221990257480862,0,1,0,325.0,0.05846153846153846,9.579166666666667,12,0,0,0,0,0,0,9L07-905936
19399,19399,2018-11-20,9L07,905936,2,16.843695286200273,23.142857142857142,-6.80204081632653,3.980273212688996,29.707117359711553,7.0,47.89999999999999,-0.3583880678708265,1.1458333333333333,0.2977591036414565,0.046,3.0857142857143014,0.114,181.50000000000003,19.0,459.80000000000007,48.0,376.2000000000001,40.0,79.2,8.0,59.4,6.0,248.79000000000005,29.0,203.49,21.0,25.928571428571427,240.28071428571434,20.142857142857142,191.47785714285715,22.9,215.28066666666663,339.16666666666674,35.666666666666664,0.475,0.7327823691460056,0.5327102803738318,0.42109238215500683,0.649619101947118,0.47225313886542825,1.9047619047619047,1.3755739210284665,1.2872340425531914,0.8796007485963818,9.509345794392527,9.267024793388432,9.505992907801419,9.400902474526928,19.0,0.013221990257480862,0.0,1.0,0.0,325.0,0.05846153846153846,20.0,20.0,0.016515276630883566,0,1,0,343.0,0.058309037900874626,9.55263157894737,12,1,0,0,0,0,0,9L07-905936
19821,19821,2018-11-21,9L07,905936,3,20.69485009869879,23.28571428571429,-2.139795918367346,7.837496376814648,33.552203820582925,9.1,47.89999999999999,-0.644520064529139,1.2708333333333333,0.2044817927170867,0.023,3.171428571428568,0.121,196.00000000000009,20.0,181.50000000000003,19.0,459.80000000000007,48.0,376.2000000000001,40.0,79.2,8.0,59.4,6.0,248.79000000000005,29.0,26.5,245.97500000000005,19.785714285714285,187.77714285714288,22.966666666666665,215.14066666666665,279.1000000000001,29.0,0.4166666666666667,0.7547169811320755,0.6896551724137931,0.43114271038955815,0.7809377395735393,0.7136155206447858,1.6551724137931034,1.0943396226415094,1.3393501805054153,0.8614969935724653,9.624137931034486,9.282075471698116,9.49054151624549,9.367518142235124,20.0,0.016515276630883566,0.0,1.0,0.0,343.0,0.058309037900874626,23.0,22.0,0.015352407536636425,0,1,0,367.0,0.0653950953678474,9.800000000000004,12,0,1,0,0,0,0,9L07-905936
25512,25512,2018-11-22,9L07,905936,4,12.23641410711215,16.392862987347723,-10.31326530612245,0.0,25.069869704116712,9.1,47.89999999999999,-0.6821637426900585,1.2708333333333333,0.14173669467787126,0.011000000000000001,-0.25714285714287755,0.001,213.60000000000005,24.0,196.00000000000009,20.0,181.50000000000003,19.0,459.80000000000007,48.0,376.2000000000001,40.0,79.2,8.0,59.4,6.0,27.214285714285715,251.5421428571429,19.071428571428573,182.64928571428572,23.3,217.54766666666666,197.0333333333334,21.0,1.263157894736842,0.8818897637795275,1.1428571428571428,0.6440217951111658,0.4496320144345672,0.5826863860529595,3.1666666666666665,0.7716535433070866,1.4269662921348314,0.8185162477007971,9.382539682539685,9.243018372703412,9.577116104868914,9.336809728183118,22.0,0.015352407536636425,0.0,1.0,0.0,367.0,0.0653950953678474,26.0,26.0,0.02007722007722008,0,1,0,267.0,0.10112359550561796,8.900000000000002,12,0,0,1,0,0,0,9L07-905936
26303,26303,2018-11-23,9L07,905936,5,22.36175319884909,25.57142857142857,-4.166326530612244,9.561270188633923,35.16223620906426,9.1,47.89999999999999,-0.01549707602339181,1.2708333333333333,0.08935574229691884,0.005,-3.885714285714296,0.383,240.30000000000007,27.0,213.60000000000005,24.0,196.00000000000009,20.0,181.50000000000003,19.0,459.80000000000007,48.0,376.20000000000016,40.0,79.2,8.0,28.07142857142857,258.3242857142858,19.285714285714285,184.72571428571428,23.27586206896552,217.89586206896556,216.6333333333334,23.66666666666667,1.35,0.9618320610687022,1.1408450704225352,1.1180876599424543,0.796601895124395,0.9448628112189756,2.5,0.8430873621713316,1.4555555555555555,0.8285714285714286,9.153521126760566,9.202391857506363,9.578370370370369,9.361451851851852,26.0,0.02007722007722008,0.0,1.0,0.0,267.0,0.10112359550561796,14.0,12.0,0.008739985433357609,0,1,0,262.0,0.0648854961832061,8.900000000000002,12,0,0,0,1,0,0,9L07-905936
26687,26687,2018-11-24,9L07,905936,6,32.80042911629823,26.57142857142857,7.041836734693876,20.088119147962747,45.51273908463372,9.1,47.89999999999999,-0.038645224171539976,1.2708333333333333,-0.00028011204481831475,0.0,-3.6285714285714255,0.35200000000000004,151.3,17.0,240.30000000000007,27.0,213.60000000000008,24.0,196.00000000000003,20.0,181.50000000000009,19.0,459.79999999999984,48.0,376.2,40.0,27.714285714285715,255.79928571428573,19.428571428571427,186.3678571428571,23.448275862068964,219.1034482758621,201.73333333333335,22.66666666666667,0.7083333333333334,0.61340206185567,0.75,1.3666845465124264,1.1835206382169463,1.4470777551308045,0.6,0.8178694158075601,1.4264705882352944,0.8285714285714285,8.900000000000002,9.22987113402062,9.592463235294117,9.344117647058825,12.0,0.008739985433357609,0.0,1.0,0.0,262.0,0.0648854961832061,29.0,28.0,0.012232415902140671,1,1,0,315.0,0.1015873015873016,8.9,12,0,0,0,0,1,0,9L07-905936
